date,platform,campaign_name,impressions,clicks,cost,conversions,revenue
2023-04-10,LinkedIn Ads,Spring Sale,13481,309,768.15,28,2727.63
2023-08-05,Google Ads,Spring Sale,46757,1026,2927.45,31,3825.66
2023-12-14,Google Ads,Retargeting,3093,73,48.38,5,488.3
2023-03-09,TikTok Ads,Retargeting,7481,94,102.9,6,653.62
2023-11-15,Facebook Ads,Brand Awareness,30653,780,550.84,67,7479.83
2023-09-30,LinkedIn Ads,New Product Launch,37247,658,1610.94,31,4153.29
2023-05-01,LinkedIn Ads,Spring Sale,17607,458,1251.59,25,2379.16
2023-06-26,Facebook Ads,Retargeting,24490,285,415.5,8,960.47
2023-02-18,TikTok Ads,Spring Sale,9678,76,61.83,6,504.51
2023-04-25,Google Ads,Brand Awareness,27527,139,389.47,4,537.04
2023-05-21,TikTok Ads,New Product Launch,25761,998,2723.84,36,4264.88
2023-04-23,Facebook Ads,Spring Sale,14008,512,276.31,48,7009.47
2023-07-05,TikTok Ads,Spring Sale,6351,193,150.56,12,1017.42
2023-12-24,Facebook Ads,Retargeting,23612,623,640.45,46,4465.73
2023-10-26,Facebook Ads,New Product Launch,42268,855,1955.9,36,3024.94
2023-11-20,Google Ads,New Product Launch,4068,122,359.8,8,1011.07
2023-11-30,Facebook Ads,Spring Sale,22165,811,1111.92,43,5754.49
2023-10-30,TikTok Ads,Spring Sale,46171,663,1103.68,26,3148.71
2023-09-05,LinkedIn Ads,New Product Launch,4472,103,214.86,7,718.66
2023-11-23,Facebook Ads,Brand Awareness,41865,1529,2144.5,69,9462.2
2023-09-06,Facebook Ads,Brand Awareness,37275,1424,2729.8,134,11424.65
2023-02-12,TikTok Ads,Spring Sale,2865,50,124.55,1,141.23
2023-08-31,Google Ads,New Product Launch,3158,31,53.45,2,267.29
2023-07-25,Google Ads,Spring Sale,46598,1245,3287.46,45,4264.92
2023-06-08,Google Ads,New Product Launch,26940,830,2135.02,36,3518.74
2023-01-24,Facebook Ads,Spring Sale,27993,370,818.82,20,1735.87
2023-07-03,TikTok Ads,New Product Launch,30912,1077,2907.31,93,5679.04
2023-05-25,Google Ads,Retargeting,23698,487,1367.19,39,2143.47
2023-12-08,LinkedIn Ads,Brand Awareness,35324,1402,1271.15,101,12971.56
2023-10-08,Facebook Ads,New Product Launch,29708,661,1622.75,17,1446.52
2023-04-18,Google Ads,Retargeting,24977,589,907.12,18,1316.79
2023-08-12,LinkedIn Ads,New Product Launch,30575,554,1458.56,50,5640.92
2023-01-19,Google Ads,Brand Awareness,22723,486,1172.85,31,2599.65
2023-05-11,Facebook Ads,New Product Launch,31981,913,1502.83,59,4160.58
2023-11-23,Google Ads,Retargeting,16893,454,1315.2,22,3090.87
2023-07-09,Facebook Ads,Spring Sale,44963,1031,1685.44,98,13514.51
2023-03-05,Google Ads,Retargeting,44563,1031,589.89,28,3983.98
2023-07-29,Google Ads,Spring Sale,15345,182,377.59,3,161.52
2023-05-06,Facebook Ads,Brand Awareness,30040,270,735.07,13,1873.68
2023-10-15,TikTok Ads,Spring Sale,31426,413,1151.42,10,1143.5
2023-03-28,LinkedIn Ads,Brand Awareness,45051,1386,1644.38,41,4576.53
2023-10-04,LinkedIn Ads,Spring Sale,27052,993,1517.19,30,2069.53
2023-05-10,Facebook Ads,Brand Awareness,20480,743,2122.17,40,5821.95
2023-04-08,TikTok Ads,Brand Awareness,12852,379,1074.75,32,2935.18
2023-04-12,TikTok Ads,Spring Sale,32100,1000,1098.14,79,6390.4
2023-09-30,LinkedIn Ads,Spring Sale,18949,625,484.17,42,3082.71
2023-10-29,Facebook Ads,Brand Awareness,30993,879,1720.9,72,4050.65
2023-08-07,LinkedIn Ads,Brand Awareness,38998,344,548.43,23,2130.09
2023-07-01,Google Ads,Brand Awareness,45616,259,573.89,24,2564.47
2023-10-26,LinkedIn Ads,New Product Launch,35432,1208,2082.79,82,10355.63
2023-10-26,Facebook Ads,Brand Awareness,8213,272,592.15,20,2687.66
2023-07-17,LinkedIn Ads,Brand Awareness,38618,668,1495.71,15,1622.29
2023-05-23,TikTok Ads,Retargeting,41924,462,894.2,19,1194.53
2023-12-27,Google Ads,Retargeting,49343,1060,2908.64,41,5891.91
2023-05-07,TikTok Ads,Retargeting,4170,142,357.54,6,845.31
2023-02-26,TikTok Ads,New Product Launch,19513,499,422.27,16,1183.62
2023-03-23,Facebook Ads,Spring Sale,41813,1420,2217.91,33,2291.6
2023-04-19,Google Ads,Retargeting,31108,1185,948.89,29,2666.19
2023-05-17,TikTok Ads,New Product Launch,14424,495,803.97,33,2338.99
2023-10-27,TikTok Ads,New Product Launch,49940,1950,4832.5,168,13953.96
2023-09-13,LinkedIn Ads,Retargeting,32839,910,2568.28,53,6865.72
2023-09-22,Google Ads,Spring Sale,10630,219,398.53,11,1372.4
2023-12-04,Facebook Ads,Brand Awareness,12043,205,440.8,4,294.88
2023-04-06,Google Ads,Spring Sale,36004,1389,3213.64,114,9978.29
2023-08-15,Facebook Ads,Retargeting,12178,427,558.98,36,5354.91
2023-04-03,TikTok Ads,Brand Awareness,27187,973,1400.0,55,7396.34
2023-11-22,TikTok Ads,Spring Sale,31365,1159,1293.56,40,2541.41
2023-02-27,LinkedIn Ads,Brand Awareness,14099,322,361.8,19,1632.34
2023-04-21,LinkedIn Ads,Spring Sale,48038,1329,670.91,80,8045.61
2023-01-01,LinkedIn Ads,New Product Launch,3819,138,399.08,9,1172.64
2023-10-03,TikTok Ads,Brand Awareness,36737,1079,3072.77,93,10489.19
2023-06-24,Google Ads,New Product Launch,11754,275,458.74,11,567.68
2023-09-24,Facebook Ads,Retargeting,15117,123,219.01,3,264.82
2023-04-03,Facebook Ads,Brand Awareness,49269,1415,1327.01,77,9621.98
2023-02-09,LinkedIn Ads,Brand Awareness,2583,72,126.26,3,206.12
2023-07-14,Google Ads,Retargeting,40506,758,407.81,26,3789.55
2023-03-10,Google Ads,New Product Launch,43755,452,570.26,44,3030.92
2023-11-27,LinkedIn Ads,Retargeting,25453,224,479.12,5,553.59
2023-07-16,TikTok Ads,Spring Sale,28224,588,897.79,15,1479.2
2023-01-20,Google Ads,New Product Launch,10570,207,107.29,10,664.15
2023-12-07,Google Ads,New Product Launch,40738,1286,3599.72,100,9366.8
2023-08-26,Google Ads,Spring Sale,39958,403,249.65,40,4827.11
2023-02-05,LinkedIn Ads,Retargeting,19407,324,780.17,14,1189.44
2023-02-18,TikTok Ads,Spring Sale,4621,169,187.53,11,1429.19
2023-04-21,LinkedIn Ads,New Product Launch,34606,830,1523.18,32,4360.89
2023-02-26,LinkedIn Ads,Spring Sale,36531,722,1121.92,48,6282.59
2023-09-23,Facebook Ads,New Product Launch,41495,609,1607.18,38,3118.77
2023-03-17,Google Ads,Brand Awareness,39582,980,745.62,60,3768.27
2023-07-19,LinkedIn Ads,Retargeting,21969,506,620.75,10,798.17
2023-10-28,LinkedIn Ads,Retargeting,12238,66,45.1,1,96.51
2023-09-06,Google Ads,Brand Awareness,26666,406,867.42,13,1258.88
2023-07-25,LinkedIn Ads,Retargeting,31344,635,1774.74,16,911.57
2023-10-12,Facebook Ads,Spring Sale,21853,476,1037.02,19,2552.04
2023-11-22,TikTok Ads,Spring Sale,30920,531,957.83,10,1323.87
2023-09-28,Facebook Ads,New Product Launch,47946,1341,1248.5,57,7878.51
2023-06-29,TikTok Ads,Spring Sale,47408,863,2169.37,52,6972.01
2023-06-26,LinkedIn Ads,Retargeting,20469,257,563.44,18,977.73
2023-10-16,Google Ads,New Product Launch,22368,460,728.09,16,2357.27
2023-08-03,Google Ads,Spring Sale,36053,1420,4253.48,50,2597.95
2023-08-03,Google Ads,Spring Sale,8670,208,554.75,15,1616.8
2023-06-17,Facebook Ads,New Product Launch,12002,306,178.2,24,3511.7
2023-10-07,TikTok Ads,Brand Awareness,36864,776,410.37,37,5531.83
2023-03-22,Facebook Ads,Retargeting,10034,82,53.97,3,335.16
2023-05-24,LinkedIn Ads,Retargeting,21983,371,561.0,23,2002.59
2023-07-19,Facebook Ads,New Product Launch,34165,1007,2533.85,85,11416.13
2023-04-23,Facebook Ads,New Product Launch,2206,68,111.74,4,439.17
2023-09-07,Facebook Ads,New Product Launch,38040,464,657.09,10,1162.37
2023-05-31,LinkedIn Ads,Retargeting,26827,1033,1328.71,48,3190.03
2023-03-07,Google Ads,Brand Awareness,47336,1178,1193.57,104,6840.23
2023-08-05,TikTok Ads,Spring Sale,13723,377,561.33,8,938.04
2023-09-05,Facebook Ads,Spring Sale,47831,858,2410.16,40,5575.11
2023-08-11,Facebook Ads,Brand Awareness,30788,340,275.55,30,3457.81
2023-09-17,Facebook Ads,Spring Sale,36308,738,1584.17,25,1990.39
2023-04-28,TikTok Ads,Retargeting,24938,910,1294.93,64,5717.69
2023-10-13,Facebook Ads,Retargeting,29730,372,242.63,22,1149.03
2023-01-20,TikTok Ads,Retargeting,48597,671,476.23,37,5421.35
2023-05-08,Google Ads,Spring Sale,19216,293,248.25,27,3473.06
2023-12-07,TikTok Ads,New Product Launch,6278,210,625.11,8,649.63
2023-07-18,Google Ads,New Product Launch,14997,593,1488.76,13,1456.07
2023-01-30,Google Ads,Spring Sale,46379,1269,802.6,87,5950.22
2023-04-14,TikTok Ads,Retargeting,22828,502,1113.38,11,941.77
2023-10-13,TikTok Ads,Brand Awareness,39167,467,1312.89,31,3729.07
2023-03-16,LinkedIn Ads,Retargeting,22852,344,1013.28,27,3042.27
2023-07-16,Facebook Ads,Retargeting,35860,997,2127.53,92,11906.09
2023-09-15,Google Ads,New Product Launch,17497,520,1106.07,17,1531.71
2023-02-15,Google Ads,Brand Awareness,13524,145,313.6,10,1340.01
2023-09-30,Google Ads,Brand Awareness,26832,651,630.53,31,2537.86
2023-09-03,Google Ads,Spring Sale,20324,210,625.59,8,749.29
2023-09-14,Facebook Ads,New Product Launch,3380,94,231.74,5,493.14
2023-03-18,LinkedIn Ads,New Product Launch,23679,789,423.84,43,4864.68
2023-08-25,TikTok Ads,Brand Awareness,1898,69,130.75,3,240.27
2023-01-07,Google Ads,New Product Launch,6326,200,365.64,11,1146.8
2023-08-18,TikTok Ads,New Product Launch,26976,303,875.22,14,1285.66
2023-07-31,Facebook Ads,Brand Awareness,27272,190,215.94,6,458.41
2023-08-21,Google Ads,Retargeting,42366,1623,2220.68,94,8602.84
2023-12-19,LinkedIn Ads,Retargeting,5087,152,88.32,4,310.64
2023-01-16,TikTok Ads,Brand Awareness,19883,229,577.37,14,1770.49
2023-06-02,Google Ads,Spring Sale,39824,382,880.77,8,756.06
2023-09-20,TikTok Ads,Brand Awareness,32243,687,1713.66,23,1410.1
2023-04-30,LinkedIn Ads,Brand Awareness,20749,727,1835.23,70,8105.15
2023-05-13,TikTok Ads,New Product Launch,7872,168,288.33,14,913.9
2023-10-22,TikTok Ads,New Product Launch,43688,1596,1775.44,64,3996.79
2023-11-28,TikTok Ads,Retargeting,9529,349,728.11,26,3537.89
2023-10-02,LinkedIn Ads,New Product Launch,34425,709,529.24,64,3821.75
2023-11-03,TikTok Ads,Retargeting,10915,192,543.31,10,902.5
2023-01-03,TikTok Ads,Retargeting,11965,324,803.7,25,2727.02
2023-10-07,LinkedIn Ads,New Product Launch,18613,161,458.27,15,1037.32
2023-09-09,Facebook Ads,Retargeting,14264,346,806.31,25,3441.36
2023-04-14,TikTok Ads,New Product Launch,10095,394,285.26,30,2528.55
2023-07-04,Google Ads,Retargeting,13494,457,407.61,31,2754.04
2023-02-16,TikTok Ads,Brand Awareness,22687,339,536.47,11,823.79
2023-09-30,TikTok Ads,New Product Launch,20474,486,1457.52,11,948.14
2023-06-24,TikTok Ads,New Product Launch,8925,132,138.12,10,1131.9
2023-09-22,LinkedIn Ads,New Product Launch,37161,957,2462.79,70,6663.2
2023-07-09,Facebook Ads,Brand Awareness,11156,106,188.58,3,382.35
2023-09-08,Facebook Ads,Retargeting,4884,188,476.67,13,1802.11
2023-07-10,TikTok Ads,Retargeting,36287,863,2155.33,23,2289.16
2023-03-19,TikTok Ads,Brand Awareness,22882,438,1072.18,39,2364.96
2023-01-31,Google Ads,Brand Awareness,42657,853,2507.06,51,6458.63
2023-05-05,Facebook Ads,New Product Launch,26943,735,1220.79,34,1727.24
2023-07-24,Google Ads,Spring Sale,3219,42,58.02,3,336.33
2023-03-08,TikTok Ads,Brand Awareness,42774,1603,2104.42,46,3246.02
2023-06-12,Google Ads,Brand Awareness,43483,440,1032.92,37,4384.09
2023-11-03,Google Ads,Spring Sale,44848,232,535.87,21,1423.88
2023-12-24,LinkedIn Ads,Retargeting,18689,163,396.63,4,541.88
2023-12-19,Facebook Ads,Spring Sale,40666,298,742.81,14,1064.11
2023-02-21,TikTok Ads,Brand Awareness,46114,1202,1140.45,45,5598.12
2023-01-09,LinkedIn Ads,Retargeting,19273,385,686.22,14,732.98
2023-12-21,LinkedIn Ads,New Product Launch,20308,148,199.9,5,641.88
2023-08-20,LinkedIn Ads,New Product Launch,37452,530,1428.58,50,6763.96
2023-07-15,Facebook Ads,Retargeting,39408,1419,3770.56,43,5419.29
2023-08-28,TikTok Ads,Spring Sale,22150,524,1168.52,27,3081.2
2023-04-28,Google Ads,Retargeting,21969,870,2013.57,50,5741.06
2023-10-23,Google Ads,Brand Awareness,9744,81,175.91,4,484.39
2023-06-06,LinkedIn Ads,Retargeting,40565,541,367.01,51,6009.24
2023-10-27,LinkedIn Ads,New Product Launch,36390,1317,1335.9,122,13896.76
2023-06-24,TikTok Ads,Retargeting,49692,1034,1681.68,71,9691.9
